url,title,visited
https://developer.huawei.com/consumer/cn/activity/301718783746272056?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/301718873654579080/signup,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/301728435216505216?ha_source=202410yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/301731479458103572?ha_source=202411yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/301746588442386386?ha_source=2025HDC&ha_sourceId=89000419,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/301746755033328688,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/301757058434007389,鸿蒙赋能交流会（9月） | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/301757474300821213?ha_source=202510yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/301757561021862656?ha_source=202509yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/401577068825525289/signup,‎,True
https://developer.huawei.com/consumer/cn/activity/401577327519294395/signup,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/401714274776647055?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/401729650483893121?ha_source=202411yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/401741745535563428,HarmonyOS百校未来星活动招募 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/401754291133183478,鸿蒙赋能交流会（8月） | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/401757476641840238,鸿蒙赋能交流会 广州站 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/501721725379192793?ha_source=202407yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/501729675103171514?ha_source=202411yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/501749535814541300,HDD·鸿蒙赋能交流会（6月） | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/501749536684955362,华为开发者大会2025分会场 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/601741166086376596?ha_source=202503yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/601750348678592105/signup,‎,True
https://developer.huawei.com/consumer/cn/activity/601750348678592105/signup?ha_source=202506yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/601750930377427301?ha_source=202507yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/601751090431162036/signup,‎,True
https://developer.huawei.com/consumer/cn/activity/601760425476804740,HarmonyOS开放能力创新论坛 上海站 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/601762758566211128,鸿蒙赋能交流会（11月） | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/601767078915982480/signup,‎,True
https://developer.huawei.com/consumer/cn/activity/601767750805205526?ha_source=202603yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/601769589473496284/signup,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/801751592605999770?ha_source=202507yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/901760423040828743,HDD·鸿蒙赋能交流会1024，诚邀您共赴鸿蒙开发者之约！ | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/901760426257873965,HarmonyOS开放能力创新论坛 厦门站 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/calendar,,False
https://developer.huawei.com/consumer/cn/activity/developerbeta/deveco-studio-preview,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/developerbeta/harmonyos-developer-beta-6-3,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/digixActivity/Winnerlist,获奖作品列表,True
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixHome,大赛首页,True
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixList,大赛列表,True
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/101750143863263087,2025 HarmonyOS 创新赛,True
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/101750143863263087?ha_source=202506yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/101750143863263087?ha_source=ITzhijiaPC&ha_sourceId=89000343,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/101773710117484023?ha_source=202603yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/101773710117484023?ha_source=lianmeng-banner&ha_sourceId=70000038,2026 HarmonyOS创新赛·极客赛道-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/101773710117484023?ha_source=zixun,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/201704877290631804,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/501745926259277645?ha_source=202505yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/digixWinnersDetail/101750143863263087,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/digixActivity/digixcmsdetail/digixWinnersDetail/101750143863263087?ha_source=202512yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/harmonyos-incentive/2025,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/harmonyos-incentive/2025/?ha_source=202508yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/harmonyos-incentive/2025/?ha_source=202509yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/harmonyos-incentive/2025/?ha_source=yzc&ha_sourceId=89000238,鸿蒙应用开发者激励计划2025,True
https://developer.huawei.com/consumer/cn/activity/harmonyos-incentive/data-query,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/harmonyos-incentive?ha_source=202410yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/harmonyos-incentive?ha_source=zixun&ha_sourceId=89000427,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/hdd,HDD - 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/hdd/?ha_source=2025HDC&ha_sourceId=89000419,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/incentive/ai,天工计划·鸿蒙智能体开发者激励,True
https://developer.huawei.com/consumer/cn/activity/incentive/ai/?ha_source=202511yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/incentive/harmonyos-sdk-incentive?ha_source=202412yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/incentive/harmonyosnext-petalpay-incentive?ha_source=202412yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/vod?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/vod?ha_source=202409yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/yaoxingActivity/617/signUpList,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/yaoxingActivity/detail/617,耀星计划 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/activity/yaoxingActivity/detail/617/signup,（未访问）,False
https://developer.huawei.com/consumer/cn/activity/yaoxingActivity/detail/617?ha_source=zixun&ha_sourceId=89000023,（未访问）,False
https://developer.huawei.com/consumer/cn/activityDetail/cangjie-beta,HarmonyOS 仓颉语言开发者体验版招募,True
https://developer.huawei.com/consumer/cn/agc/preload-service,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect,AppGallery Connect-移动应用开发-全场景服务-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/agconnect/App-linking,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/Appanalytics,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/abtest-introduction,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/ainetworking/?ha_source=202507yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/apigw,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/apm,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/app-bundle,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/app-messaging,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/auth-service,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/business-service,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/cloud-adjust,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/cloud-adjust?ha_source=sousuo&ha_sourceId=89000251,云调试 - 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/agconnect/cloud-adjust?ha_source=xinghan&ha_sourceId=89000251,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/cloud-base,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/cloud-function,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/cloud-hosting,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/cloud-storage,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/cloud-test,华为云测试服务-应用测试平台-在线免费测试-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/agconnect/cloud-test?ha_source=sousuo&ha_sourceId=89000251,华为云测试服务-应用测试平台-在线免费测试-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/agconnect/cloud-test?ha_source=xinghan&ha_sourceId=89000251,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/cloudcache,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/crash,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/distribute,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/early-access,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/gamemme,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/gameobe,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/huawei-AppGalleryDownload,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/huawei-smartperf,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/initial-release,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/material-management,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/near-field,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/near-field/?ha_source=202509yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/open-test,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/petal-aegis,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/petal-ui,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/phased-release,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/pioneer-test,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/prediction,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/preorders,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/remote-configuration,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/resources,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/serverless,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/serverless-template,（未访问）,False
https://developer.huawei.com/consumer/cn/agconnect/wise-campaign,（未访问）,False
https://developer.huawei.com/consumer/cn/agd,AGD Pro应用变现服务-流量变现-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/agreement,协议与准则-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/airtouch,AirTouch-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app,应用-HarmonyOS NEXT鸿蒙 APP开发-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2304?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2304?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2304?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2304?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2304?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2304?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2305?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2305?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2305?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2305?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2305?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2305?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2306?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2306?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2306?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2306?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2306?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2306?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2307?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2307?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2307?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2307?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2307?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2307?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2308?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2308?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2308?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2308?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2308?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2308?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2309?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2309?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2309?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2309?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2309?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2309?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2310?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2310?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2310?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2310?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2310?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2310?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2311?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2311?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2311?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2311?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2311?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2311?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2312?ha_source=202401yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2312?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2312?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2312?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2312?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2312?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2401?ha_source=202401yk&ha_sourceId=89000503,1月开发者月刊 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2401?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2401?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2401?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2401?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2401?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2402?ha_source=202402yk&ha_sourceId=89000503,2月开发者月刊 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2402?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2402?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2402?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2402?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2403?ha_source=202403yk&ha_sourceId=89000503,3月开发者月刊 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2403?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2403?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2403?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2404?ha_source=202404yk&ha_sourceId=89000503,4月开发者月刊 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2404?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2404?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2405?ha_source=202405yk&ha_sourceId=89000503,5月开发者月刊 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2405?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin-2406?ha_source=202406yk&ha_sourceId=89000503,6月开发者月刊 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app/briefing/bulletin?ha_source=202402yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin?ha_source=202403yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin?ha_source=202404yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin?ha_source=202405yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/briefing/bulletin?ha_source=202406yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/knowledge-map,（未访问）,False
https://developer.huawei.com/consumer/cn/app/planning,（未访问）,False
https://developer.huawei.com/consumer/cn/app/planning?ha_source=202407yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/app/submit,提交HarmonyOS应用与鸿蒙APP-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/app/submit?ha_source=202407yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/appgallery,应用市场接入-应用市场分发平台-应用上架-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/appgallery/devstart,在应用市场分发-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/appgallery/joint-operation,应用市场联运服务-联运技术-华为联运服务接入-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/archive,HarmonyOS3.1/4.0及以下-鸿蒙3.1/4.0开发-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/arkcompiler,ArkCompiler-HarmonyOS NEXT编程平台-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/arkts,ArkTS语言-鸿蒙生态应用开发语言-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/arkts/devstart,ArkTS开发入门-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/arkts/resources,ArkTS-开发者联盟,True
https://developer.huawei.com/consumer/cn/arkui,ArkUI-HarmonyOS NEXT声明式UI开发框架-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/arkui/arkui-stage,Stage模型开发概述 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/arkui/devstart,ArkUI开发入门-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/arkui/resources,ArkUI资源与开发工具-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/assistanttoday,智慧助手·今天-负一屏-服务搜索-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/audioengine,（未访问）,False
https://developer.huawei.com/consumer/cn/best-practices,HarmonyOS 应用开发最佳实践-华为开发者联盟,True
https://developer.huawei.com/consumer/cn/best-practices/?ha_source=202506yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/best-practices/multidevice,（未访问）,False
https://developer.huawei.com/consumer/cn/blog/create,华为账号-登录,True
https://developer.huawei.com/consumer/cn/blog/recommended,华为开发者文章 | 华为开发者联盟,True
https://developer.huawei.com/consumer/cn/blog/topic/03174584354983066?ha_source=202502yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/blog/topic/03175455805717111?ha_source=202502yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/blog/topic/03176480732508015?ha_source=202503yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/blog/topic/03176638107105086?ha_source=202503yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/blog/topic/03177247951383010?ha_source=202503yk&ha_sourceId=89000503,（未访问）,False
https://developer.huawei.com/consumer/cn/blog/topic/03179405075445021?ha_source=202504yk&ha_sourceId=89000503,（未访问）,False
